pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate,lumclass,plx,e_plx,Teff,e_Teff
WASP-12 b,06h30m32.79s,97.636645,+29d40m20.16s,29.6722662,0,<a refstr=SODICKSON__AMP__GRUNBLATT_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...993...78S/abstract target=ref>Sodickson &amp; Grunblatt 2025</a>,1.09141866569,1.659e-08,-1.659e-08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459550.24314946,4.447e-05,-4.447e-05,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.569,0.023,-0.023,10.188,0.02,-0.02,2026-03-12,2025-11,2025-12-18,,nan,nan,nan,nan
WASP-120 b,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,3.6112706,4.3e-06,-4.3e-06,0,16.510857,1.076064,-1.076064,0,0.057,0.022,-0.018,0,82.54,0.78,-0.78,0,2456779.43556,0.00051,-0.00051,0,0,0.78,0.02,-0.02,0,0.655,0.016,-0.016,0,3.5592,0.0384,-0.0384,0,5.9,0.33,-0.33,0,0.0,0.0,0.0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,6450.0,120.0,-120.0,0,1.87,0.11,-0.11,0,4.035,0.049,-0.049,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.96,0.007,-0.007,9.877,0.023,-0.023,2016-06-01,2016-06,2016-06-03,,nan,nan,nan,nan
WASP-121 b,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,1.274925,1e-07,-1e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459253.12891,4e-05,-4e-05,0,0,0.091,0.052,-0.057,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.81,0.01,-0.02,0,0.1217,0.0003,-0.0003,0,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,6459.0,140.0,-140.0,0,1.458,0.03,-0.03,0,4.242,0.011,-0.012,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.514,0.006,-0.006,9.374,0.022,-0.022,2022-05-03,2022-05,2022-05-03,,nan,nan,nan,nan
WASP-123 b,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,2.9776412,2.3e-06,-2.3e-06,0,14.773462,0.728585,-0.728585,0,0.0,0.0,0.0,0,85.74,0.55,-0.55,0,2456845.17082,0.00039,-0.00039,0,0,0.53,0.049,-0.049,0,1.11,0.027,-0.027,0,3.0936,0.0336,-0.0336,0,7.13,0.25,-0.25,0,0.0,0.0,0.0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,5740.0,130.0,-130.0,0,1.285,0.051,-0.051,0,4.286,0.032,-0.032,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.03,0.016,-0.016,9.362001,0.021,-0.021,2016-06-01,2016-06,2016-06-03,,nan,nan,nan,nan
WASP-124 b,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,3.37265,9e-07,-1e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2458337.17195,0.00033,-0.00033,0,0,0.639,0.049,-0.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.08,0.59,-0.39,0,0.1271,0.0025,-0.0045,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,6050.0,100.0,-100.0,0,1.02,0.02,-0.02,0,4.44,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.724,0.092,-0.092,11.31,0.023,-0.023,2022-05-03,2022-05,2022-05-03,,nan,nan,nan,nan
WASP-126 b,04h13m29.93s,63.374706,-69d13m35.73s,-69.2265926,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,3.2887885,1.8e-06,-1.8e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457758.5601,0.0006,-0.0006,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,5800.0,100.0,-100.0,0,1.27,0.1,-0.05,0,4.28,0.03,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.994,0.012,-0.012,9.598,0.021,-0.021,2022-01-24,2022-02,2022-01-24,,nan,nan,nan,nan
WASP-127 b,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,1,<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>,4.17806203,8.8e-07,-5.3e-07,0,14.694999,0.280225,-0.325061,0,0.0,0.0,0.0,0,87.84,0.36,-0.33,0,2456776.62124,0.00023,-0.00028,0,0,0.29,0.04,-0.04,0,1.021,0.005,-0.01,0,4.35288,0.0084,-0.01392,0,7.81,0.11,-0.09,0,0.10103,0.00026,-0.00047,0,<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>,0.0,0.0,0.0,0,1.333,0.027,-0.027,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.148,0.006,-0.006,8.641,0.019,-0.019,2020-11-13,2020-11,2020-11-19,,nan,nan,nan,nan
WASP-129 b,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,5.74813571,7.8e-07,-7.8e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,87.7,0.2,-0.2,0,2457745.95505,0.00012,-0.00012,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.2,0.4,-0.4,0,0.1068,0.0005,-0.0005,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,5900.0,100.0,-100.0,0,0.9,0.02,-0.02,0,4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.179,0.025,-0.025,10.412,0.023,-0.023,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-13 b,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.353011,1.3e-05,-1.3e-05,0,17.127352,0.941556,-0.941556,0,0.0,0.0,0.0,0,84.88,0.45,-0.45,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.2359,0.266,-0.2478,0,0.0,0.0,0.0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,5826.0,100.0,-100.0,0,1.657,0.079,-0.079,0,4.086,0.033,-0.033,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.424,0.008,-0.008,9.119,0.016,-0.016,2018-04-25,2012-10,2016-01-14,,nan,nan,nan,nan
WASP-130 b,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,11.5509711,2.1e-06,-2.1e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,88.66,0.12,-0.12,0,2457937.62925,0.00022,-0.00022,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,22.66,0.03,-0.03,0,0.0957,0.0007,-0.0007,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5625.0,90.0,-90.0,0,0.96,0.03,-0.03,0,4.49,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.104,0.012,-0.012,9.461,0.026,-0.026,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-131 b,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,5.3220117,2.6e-06,-2.6e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2458601.58007,0.00041,-0.00041,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.068,0.005,-0.005,8.573,0.019,-0.019,2022-10-18,2022-04,2022-10-18,,nan,nan,nan,nan
WASP-132 b,14h30m26.21s,217.6091998,-46d09m34.26s,-46.159516,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,7.1335135,1.8e-06,-1.8e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457732.5679,0.0003,-0.0003,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,4775.0,100.0,-100.0,0,0.74,0.02,-0.02,0,4.61,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.938,0.046,-0.046,9.674,0.024,-0.024,2022-01-24,2022-02,2022-01-24,,nan,nan,nan,nan
WASP-132 c,14h30m26.21s,217.6091998,-46d09m34.26s,-46.159516,0,<a refstr=HORD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502501H/abstract target=ref>Hord et al. 2022</a>,1.011534,5e-06,-5e-06,0,1.85,0.1,-0.1,0,0.13,0.2,-0.09,0,86.64,1.12,-3.52,0,2458597.5762,0.0024,-0.0024,0,0,0.28,0.24,-0.19,0,0.0,0.0,0.0,0,1.47,0.14,-0.22,0,5.17,0.18,-0.18,0,0.023,0.001,-0.001,0,<a refstr=HORD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502501H/abstract target=ref>Hord et al. 2022</a>,4714.0,87.0,-88.0,0,0.753,0.028,-0.026,0,4.576,0.028,-0.036,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.938,0.046,-0.046,9.674,0.024,-0.024,2022-05-23,2022-05,2022-05-23,,nan,nan,nan,nan
WASP-133 b,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.1764231,8e-07,-8e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457262.80855,0.00019,-0.00019,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,5700.0,100.0,-100.0,0,1.44,0.05,-0.05,0,4.18,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.891,0.069,-0.069,11.18,0.023,-0.023,2022-01-24,2022-02,2022-01-24,,nan,nan,nan,nan
WASP-135 b,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,1.40137841,3.4e-07,-3.4e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459010.50778,0.00025,-0.00025,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.181,0.08,-0.08,11.037,0.02,-0.02,2022-10-18,2022-04,2022-10-18,,nan,nan,nan,nan
WASP-136 b,00h01m18.18s,0.325761,-08d55m34.50s,-8.9262512,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,5.2153545,3.6e-06,-3.6e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,84.7,1.6,-1.3,0,2459113.38589,0.00042,-0.00042,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.39,0.14,-0.14,0,0.0641,0.0012,-0.0012,0,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,6260.0,100.0,-100.0,0,2.21,0.22,-0.22,0,3.9,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.974,0.003,-0.003,8.805,0.024,-0.024,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-138 b,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,3.6344412,2.4e-06,-2.3e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2459169.28001,0.00032,-0.00034,0,0,0.22,0.13,-0.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.4,0.15,-0.27,0,0.0886,0.0008,-0.0008,0,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,6272.0,96.0,-96.0,0,1.36,0.05,-0.05,0,4.25,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.796,0.057,-0.057,10.494,0.019,-0.019,2022-05-03,2022-05,2022-05-03,,nan,nan,nan,nan
WASP-139 b,03h18m14.92s,49.562173,-41d18m07.28s,-41.3020235,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,5.9242671,1.9e-06,-1.9e-06,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2458387.57163,0.00022,-0.00022,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.456,0.046,-0.046,10.472,0.021,-0.021,2022-10-18,2022-04,2022-10-18,,nan,nan,nan,nan
WASP-14 b,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,0,<a refstr=JOSHI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J/abstract target=ref> Joshi et al. 2009 </a>,2.243752,1e-05,-1e-05,0,14.36,0.84,-0.92,0,0.091,0.003,-0.003,0,84.32,0.67,-0.57,0,2454463.57583,0.00053,-0.00053,0,0,0.0,0.0,0.0,0,1.02,0.02,-0.03,0,3.06,0.0672,-0.0744,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=JOSHI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J/abstract target=ref> Joshi et al. 2009 </a>,6475.0,100.0,0.0,0,1.306,0.073,0.0,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.745,0.004,-0.004,8.621,0.019,-0.019,2018-04-25,2009-02,2014-05-14,,nan,nan,nan,nan
WASP-140 b,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,2.2359838,7e-07,-7e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2457205.26576,0.00022,-0.00022,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5260.0,100.0,-100.0,0,0.87,0.04,-0.04,0,4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.118,0.014,-0.014,9.165,0.03,-0.03,2022-01-24,2022-02,2022-01-24,,nan,nan,nan,nan
WASP-141 b,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,1,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,3.310651,5e-06,-5e-06,0,13.56289,0.89672,-0.89672,0,0.0,0.0,0.0,0,87.6,1.3,-1.3,0,2457019.5953,0.0003,-0.0003,0,0,0.31,0.12,-0.12,0,0.83,0.02,-0.02,0,3.6,0.024,-0.024,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5900.0,120.0,-120.0,0,1.37,0.07,-0.07,0,4.26,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.65,0.103,-0.103,11.194,0.026,-0.026,2016-11-30,2017-03,2016-12-01,,nan,nan,nan,nan
WASP-142 b,09h22m01.52s,140.5063164,-23d56m45.97s,-23.946102,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,2.0528705,5.5e-07,-5.5e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,80.2,0.6,-0.6,0,2458032.1611,0.00029,-0.00029,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.524,0.02,-0.02,0,0.0957,0.0014,-0.0014,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,6010.0,140.0,-140.0,0,1.64,0.08,-0.08,0,4.13,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.871,0.057,-0.057,11.442,0.029,-0.029,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-144 b,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,2.27831337,3.2e-07,-3.2e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,86.9,0.5,-0.5,0,2457740.52399,0.00013,-0.00013,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.39,0.23,-0.23,0,0.1079,0.0013,-0.0013,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,5200.0,140.0,-140.0,0,0.81,0.04,-0.04,0,4.53,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.085,0.092,-0.092,10.897,0.021,-0.021,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-145 A b,21h29m00.90s,322.2537644,-58d50m10.13s,-58.8361466,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,1.76903814,2.2e-07,-2.2e-07,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,83.3,1.3,-1.3,0,2458429.22423,0.00013,-0.00013,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.09,0.09,-0.09,0,0.108,0.012,-0.012,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,4900.0,150.0,-150.0,0,0.68,0.07,-0.07,0,4.65,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.636,0.023,-0.023,9.194,0.029,-0.029,2024-03-04,2023-03,2024-03-04,,nan,nan,nan,nan
WASP-147 b,23h56m45.96s,359.1915117,-22d09m11.63s,-22.1532316,1,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,4.60273,2.7e-05,-2.7e-05,0,12.498035,1.56926,-1.042437,0,0.0,0.0,0.0,0,87.9,1.5,-1.6,0,2456562.595,0.0013,-0.0013,0,0,0.31,0.19,-0.21,0,0.64,0.062,-0.059,0,4.3944,0.0984,-0.0792,0,8.29,0.4,-0.74,0,0.08,0.0038,-0.0038,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,5702.0,100.0,-100.0,0,1.429,0.14,-0.076,0,0.0,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.681,0.039,-0.039,10.857,0.025,-0.025,2018-11-02,2019-01,2018-11-01,,nan,nan,nan,nan
